"question","answer","category","table_id","predicted_answer"
"How many years between Rubens Barrichello's first and last win in Formula One?","9","f1","51","Rubens Barrichello's first win in Formula One was in 2000 German Grand Prix, and his last win was in 2009 Italian Grand Prix, so the difference is 9 years."
"How many years are between Barrichello's best finish in his Stock Car Brasil career and best finish in his IndyCar Series career?","2","f1","51","The best finish in Barrichello's Stock Car Brasil career was 1st in 2014, while his best finish in the IndyCar Series career was 12th in 2012. Therefore, the difference between his best finishes in both series is 2 years (2014 - 2012 = 2)."
"How old was Barrichello when his Formula One career began?","21","f1","51","Rubens Barrichello was 21 years old when his Formula One career began."
"What race did Barrichello win 7 years after his Formula One World Championship career began?","German Grand Prix","f1","51","Stock Car Brasil."
"What year did Rubens Barrichello have his best finish in his Stock Car Brasil career?","2014","f1","51","The best finish Rubens Barrichello had in his Stock Car Brasil career was 1st place in the championship in 2014."
"How old was Rubens Barrichello win he won his last Grand Prix?","37 years old","f1","51","Rubens Barrichello was 39 years old when he won his last Grand Prix."
"How many years was Rubens Barrichello active in his career?","18 years","f1","51","Rubens Barrichello was active in his career for 19 years, from 1993 to 2011."
"How many years did it take Rubens Barrichello to get a win in Formula One?","7","f1","51","It took Rubens Barrichello 11 years to get his first win in Formula One, which came at the 2000 German Grand Prix."
"How many years were between Barrichello's last win and his last entry into a Grand Prix for Formula One?","2","f1","51","Rubens Barrichello's last win in Formula One was at the 2009 Italian Grand Prix, and his last entry into a Grand Prix for Formula One was at the 2011 Brazilian Grand Prix. Therefore, the difference between his last win and last entry is 2 years."
"How many years did Kapil Dev was played the ODI?","16 years played the ODI","cricket","52","Kapil Dev played 225 ODI matches for India."
"How much longer did Kapil Dev play for Haryana than Worcestershire?","6 years","cricket","52","Kapil Dev played for Haryana for 17 years (1975-1992), while he played for Worcestershire for 2 years (1984-1985).Therefore, Kapil Dev played for Haryana for 15 years longer than he played for Worcestershire."
"How many days were between Dev's Test debut and his ODI debut?","15","cricket","52","The answer to the question ""How many days were between Dev's Test debut and his ODI debut?"" is 1 day.Kapil Dev made his Test debut on October 16, 1978, and his ODI debut on October 1, 1978. Therefore, there is a difference of 1 day between his Test debut and ODI debut."
"How many years before Kev's last ODI did he begin playing for Worcestershire?","10","cricket","52","Sure! Based on the information provided, Kev (Kapil Dev) began playing for Worcestershire in 1984, and his last ODI was in 1994, so the answer to the question ""How many years before Kev's last ODI did he begin playing for Worcestershire?"" is 10 years."
"What was the first team that Kapil Dev was associated with?","Haryana","cricket","52","Haryana"
"What team was Kapil Dev associated with for the longest amount of time?","Haryana","cricket","52","Haryana"
"What team was Kapil Dev associated with the most recently?","Haryana","cricket","52","The last team that Kapil Dev was associated with was Northamptonshire (1981-1983)."
"Which domestice team did Kapil Dev was played in 1982?","Kapil Dev","cricket","52","Northamptonshire"
"Who is the captain of indian cricket test team in 1980?","Kapil Dev","cricket","52","Kapil Dev"
"How many times did Madan Lal reach 5 wickets in innings in Test and ODI?","four","cricket","53","Four times.Madan Lal took five wickets in an innings four times in his Test career, and zero times in ODIs."
"How many more years did Madan Lal spend at Delhi than Punjab?","14","cricket","53","Sure! Based on the information provided, Madan Lal spent 14 years at Delhi and 4 years at Punjab, so he spent 10 more years at Delhi than at Punjab."
"When Madan Lal had their test debut, what team were they associated with?","Delhi","cricket","53","India"
"What was the first team associated with Madan Lal?","Punjab","cricket","53","Punjab"
"How much longer did Lal play for Delhi than Punjab?","4","cricket","53","Madan Lal played for Delhi for 19 years (1973-1991), while he played for Punjab for 4 years (1968-1972).Therefore, Lal played for Delhi 5 years longer than he played for Punjab."
"How many years are between Madan Lal's last test and his ODI debut?","8","cricket","53","Sure! Here's the answer to the question:The difference between Madan Lal's last Test and his ODI debut is 2 years.Madan Lal's last Test was on June 19, 1986, and his ODI debut was on July 13, 1974."
"What domestic team did Madan Lal play for during his Test debut?","Delhi","cricket","53","Domestic team : Delhi"
"What was the most recent team associated with Madan Lal?","Delhi","cricket","53","Delhi"
"How many days after the anniversary of Madan Lal's first test did he have his last test?","13","cricket","53","Madan Lal's last test was 19 June 1986, and his first test was 6 June 1974, so the difference between the two dates is 12 years.Therefore, the answer to the question is 12 years."
"What was the professional team did Shaun Pollock was represented in 2000?","Warwickshire","cricket","54","Dolphins"
"What was the age when Shaun Pollock played his ODI debut in 1996?","Age of 23","cricket","54","23 years old"
"What was the second team that Shaun Pollock played for?","Warwickshire","cricket","54","The second team that Shaun Pollock played for was Warwickshire."
"What was the last team that Shaun Pollock played for?","Durham","cricket","54","Durham"
"For how many seasons did Shaun Pollock play for the Dolphins?","2","cricket","54","1 season"
"What team did Pollock play for during the year of his T20I debut?","Dolphins","cricket","54","Dolphins"
"How many years longer did Pollock play for KwaZulu-Natal than Warwickshire?","6","cricket","54","Sure! Based on the information provided, Shaun Pollock played for KwaZulu-Natal for 11 years (1992/93-2003/04), while he played for Warwickshire for 6 years (1996-2002). Therefore, Pollock played for KwaZulu-Natal for 5 years longer than he played for Warwickshire."
"How old was Pollock during his test debut?","22","cricket","54","22 years old"
"How years ago did Shaun Pollock  was played his last T20I?","14 Years ago","cricket","54","Shaun Pollock played his last T20I 14 years ago, in 2008."
"How long was it between Waqar Younis Last Test and his Last ODI?","2 months","cricket","55","The last Test match played by Waqar Younis was on January 2, 2003, against South Africa, and his last ODI was on March 4, 2003, against Zimbabwe.Therefore, the difference between Waqar Younis' last Test and last ODI is approximately 2 months."
"Which domestice team did Waqar Younis was played in 1992?","Surrey","cricket","55","In 1992, Waqar Younis played for Surrey."
"How many years ago did Waqar Younis played his last ODI?","19 Years ago (2003)","cricket","55","Waqar Younis played his last ODI in 2003, therefore, as of the current year (2022), it has been 19 years since he played his last ODI."
"How many total wickets taken by Waqar Younis in his career 1987-2003?","2420 wickets","cricket","55","373 wickets"
"How long after Younis played for Allied Bank Limited was the picture taken?","11 years","cricket","55","The picture of Waqar Younis was taken in 2003, 15 years after he played for Allied Bank Limited."
"How many domestic teams did Waqar Younis play for in 1999?","3","cricket","55","One domestic team - Rawalpindi."
"Five years after turning pro, where did Waqar Younis play domestically?","Surrey","cricket","55","In 1993, five years after turning pro, Waqar Younis played domestically for Surrey."
"What was the last team Waqar Younis played for before the turn of the Millenium?","REDCO Pakistan Limited","cricket","55","The last team Waqar Younis played for before the turn of the millennium was Surrey in 1990-1993."
"How much longer did Younis play for Surrey than Glamorgan?","2 years","cricket","55","Waqar Younis played for Surrey for 4 years (1990-1993), while he played for Glamorgan for 2 years (1997-1998).So, Younis played for Surrey for 2 years longer than he played for Glamorgan."
"What was the age when Sanath Jayasuriya played his Test debut in 2007?","Age of 22","cricket","56","Sanath Jayasuriya played his Test debut in 1991, at the age of 21."
"How many total international matches played by Sanath Jayasuriya in all formats?","666","cricket","56","Sanath Jayasuriya played a total of 110 Test matches, 445 ODI matches, 265 First-class matches, and 111 T20 matches for Sri Lanka."
"How many years did Marco Sanath Jayasuriya was played for his national team?","22 Years (1989-2011)","cricket","56","Sanath Jayasuriya played for his national team, Sri Lanka, for 22 years (1989-2011)."
"What was the third team that Sanath Jayasuriya played for?","Lancashire","cricket","56","The third team that Sanath Jayasuriya played for was Somerset."
"What was the first team that Sanath Jayasuriya played for?","Bloomfield","cricket","56","Bloomfield"
"For how many years did Sanath Jayasuriya play for Bloomfield?","17","cricket","56","Sanath Jayasuriya played for Bloomfield for 17 years (1994-2011)."
"How long after his first year playing for Bloomfield did Jayasuriya play for the Khulna Royal Bengals?","18 years","cricket","56","Sanath Jayasuriya played for the Khulna Royal Bengals in 2012, 18 years after his first year playing for Bloomfield in 1994."
"What team did Jayasuriya play for during the year of his last test?","Lancashire","cricket","56","Ruhuna Rhinos"
"How old was Jayasuriya when he started playing for Bloomfield?","25","cricket","56","Sanath Jayasuriya was 25 years old when he started playing for Bloomfield in 1994."
"How much longer did Richards play for Leeward Islands than Glamorgan?","7 years","cricket","57","Richards played for Leeward Islands for 21 years (1971-1991), while he played for Glamorgan for 4 years (1990-1993).So, Richards played for Leeward Islands for 17 years longer than he played for Glamorgan."
"Which domestice team did Viv Richards was played in 1980?","Somerset","cricket","57","Somerset"
"How many years did Viv Richards played for west indies?","17 Years","cricket","57","Viv Richards played for the West Indies cricket team from 1974 to 1991, a total of 17 years."
"How many years ago did Viv Richards first debut in ODI?","47 Years ago","cricket","57","47 years ago (as of 2022)"
"When did Viv Richards start playing domestically?","1971","cricket","57","Viv Richards started playing domestically in 1971 for the Combined Islands team."
"What was the last team that Viv Richards was associated with domestically?","Glamorgan","cricket","57","Glamorgan"
"For how many years did Viv Richards play domestically?","22","cricket","57","Domestically, Viv Richards played for 20 years (1971-1991) for various teams, including Combined Islands, Leeward Islands, Somerset, Queensland, and Glamorgan."
"How many years between Richard's ODI debut and his last year playing for Somerset?","11","cricket","57","The answer to the question ""How many years between Richard's ODI debut and his last year playing for Somerset?"" is 16 years.Richard's ODI debut was in 1975, and his last year playing for Somerset was 1991."
"What domestic team did Richards play for during his Test debut?","Combined Islands","cricket","57","Combined Islands"
"How many more years did Alejandro Valverde spend in Illes Balears–Banesto than Kelme–Costa Blanca?","three","cycling","99","Alejandro Valverde spent 8 years in Illes Balears-Banesto, while he spent 4 years in Kelme-Costa Blanca.So, the answer is 4 years."
"How many individual stages did Alejandro Valverde win in the 2010's in the Tour de France?","one","cycling","99","Alejandro Valverde won 4 individual stages in the Tour de France in the 2010's:* 2012: Stage 16* 2015: Stage 13* 2018: Stage 17* 2018: Stage 20"
"What was the year of Alejandro Valverde's first Tour De France victory?","2005","cycling","99","Alejandro Valverde's first Tour De France victory was in 2005."
"How many bronze medals did Alejandro Valverde win from 2000-2009?","two","cycling","99","Alejandro Valverde won 3 bronze medals from 2000-2009:* 2006 Salzburg Road race* 2012 Valkenburg Road race* 2013 Florence Road race"
"How much longer was Valverde on the Puente Tocinos  team than Illes Balears–Banesto?","4 years","cycling","99","Alejandro Valverde was on the Puente Tocinos team for 9 years (1989-1998), while he was on the Illes Balears-Banesto team for 6 years (2005-2010).Therefore, Valverde was on the Puente Tocinos team for 3 years longer than he was on the Illes Balears-Banesto team."
"What team did Valverde ride for the year he won silver at the Hamilton World Championships?","Kelme–Costa Blanca","cycling","99","Movistar Team"
"How many major wins did Valverde have in 2008?","6","cycling","99","Alejandro Valverde won 4 major races in 2008:* Critérium du Dauphiné* Tour de France (1 individual stage)* Vuelta a España (General classification)* Volta a Catalunya"
"What professional team did Alejandro Valverde represent during the time before he was on Illes Balears–Banesto?","Kelme–Costa Blanca","cycling","99","Before he was on Illes Balears-Banesto, Alejandro Valverde represented the following professional teams:* Kelme-Costa Blanca (2002-2004)* Kelme-Costa Blanca Amateur (2000-2001)* Banesto Amateur (1999)* Puente Tocinos (1989-1998)"
"After Alejandro Valverde won the 2001 Mediterranean games bronze medal, what year did he win his next medal he won at the world championships?","2005 in Madrid","cycling","99","Sure! The answer to the question is:2003"
"How many times did Felice Gimondi  participated in National Road Race Championships?","2 Times","cycling","100","Twice."
"How old was Felice Gimondi when he won a silver medal at the  UCI Road World Championships?","29","cycling","100","29 years old"
"Which professional team was Felice Gimondi for longer?","Salvarani","cycling","100","Bianchi-Campagnolo"
"What was the second professional team that Felice Gimondi was a part of?","Bianchi–Campagnolo","cycling","100","The second professional team that Felice Gimondi was a part of was Bianchi-Campagnolo."
"When did Felice Gimondi win his first medal in competition?","1970","cycling","100","1973"
"In what city did Felice Gimondi win a medal the same year as his second appearance at the Giro di Lombardia?","Barcelona","cycling","100","Barcelona"
"How many gold medals won by Felice Gimondi in UCI Road World Championships 1973?","One (Gold)","cycling","100","One gold medal in 1973."
"What professional team did Felice Gimondi ride for during the Tour de Romandie?","Salvarani","cycling","100","Bianchi-Campagnolo"
"Which team did Felice Gimondi was played 1970?","Salvarani","cycling","100","Salvarani"
"How old was Moser when he first rode for Famcucine–Campagnolo?","30","cycling","101","Francesco Moser was 22 years old when he first rode for Famcucine-Campagnolo in 1981."
"What international competition did Moser win gold at the year he won the World Road Race Championships?","San Christóbal World Championships","cycling","101","The international competition that Moser won gold at the year he won the World Road Race Championships was the 1976 Monteroni di Lecce Individual Pursuit at the World Championships."
"How old was Francesco Moser when he played for Sanson?","25 years old","cycling","101","Francesco Moser was 25 years old when he played for Sanson in 1976."
"Where did Francesco Moser win a gold medal in 1976?","Monteroni di Lecce World Championships","cycling","101","Monteroni di Lecce"
"What medal did Monteroni di Lecce win at the 1977 San Christóbal World Championships?","Gold","cycling","101","Gold medal - first place | 1976 Monteroni di Lecce | Individual pursuit"
"Which professional team did Francesco Moser was played in 1984?","Gis Gelati","cycling","101","Gis Gelati"
"How many gold medals won by Hugo Calderano in singles from 1976?","2 Gold Medals (1976, 1977)","cycling","101","One gold medal in 1976 for individual pursuit."
"How many major wins did Moser have during the time he rode for Gis Gelati?","5","cycling","101","During the time Francesco Moser rode for Gis Gelati, he won 2 major races:1. Giro d'Italia (1984) - General classification and Points classification2. Paris-Roubaix (1978, 1979, 1980) - One-day race"
"How many National Road Race Championships was participated by Francesco Moser from 1973?","3 Times (1975, 1979, 1981)","cycling","101","Francesco Moser participated in 3 National Road Race Championships in 1973, 1975, and 1979."
"What was Gino Bartali's last stage race won?","Tour de Romandie","cycling","102","The last stage race won by Gino Bartali was the Tour de Romandie in 1949."
"How old was Gino Bartali when he joined his first professional team?","21","cycling","102","Gino Bartali was 21 years old when he joined his first professional team, Fréjus, in 1935."
"What professional team did Gino Bartali belong to during the Tour de Romandie?","Bartali–Gardiol","cycling","102","Bartali-Gardiol"
"How many one One-day races and Classics did Bartali ride in 1939?","4","cycling","102","Bartali rode in 5 One-day races and Classics in 1939:1. Coppa Bernocchi2. National Road Race Championships3. Giro di Lombardia4. Giro del Lazio5. Giro del Piemonte"
"Who was the last team that Gino Bartali rode for in 1954?","Bartali–Brooklin","cycling","102","Bartali-Brooklin"
"When did Gino Bartali first join the amateur team?","1931","cycling","102","1931"
"How long was Gino Bartali a part of the amateur team?","4 years","cycling","102","Gino Bartali was part of the amateur team for 4 years, from 1931 to 1934."
"How old was Gino Bartali when he rode for the Fréjus team?","21 years old","cycling","102","21 years old"
"How many total years did Gino Bartali ride for professional teams?","19 years","cycling","102","Gino Bartali rode for professional teams for 18 years, from 1935 to 1953."
"What team did Joop Zoetemelk play with professionally for the longest?","Gan–Mercier–Hutchinson","cycling","103","The team that Joop Zoetemelk played with professionally for the longest was:Gan-Mercier-Hutchinson (1975-1979)"
"What professional team did Zoetemelk ride for the year the picture was taken?","Flandria–Mars","cycling","103","The professional team that Zoetemelk rode for in the year the picture was taken (1971) was Flandria-Mars."
"How many years before Zoetemelk first won the Paris–Nice stage race did he win gold at the Olympics?","6","cycling","103","It was 11 years before Joop Zoetemelk won the Paris-Nice stage race for the first time that he won gold at the Olympics in the team time trial event. He won gold at the 1968 Mexico City Olympics, and his first victory at Paris-Nice was in 1974."
"What year did Joop Zoetemelk win gold at the World Championships?","1985","cycling","103","Sure! Here's the answer to the question:1985"
"What was the first year that Joop Zoetemelk played professionally?","1970","cycling","103","The first year that Joop Zoetemelk played professionally was 1970."
"How many major wins Zoetemelk did have in 1979?","6","cycling","103","Two major wins in 1979 - Tour de France and Vuelta a España."
"What was the first team that Joop Zoetemelk played with professionally?","Flandria–Mars","cycling","103","The first team that Joop Zoetemelk played with professionally was Flandria-Mars in 1970."
"How many years separated the two gold medals that Joop Zoetemelk won in his career?","17 years","cycling","103","The answer to the question is 17 years. Joop Zoetemelk won his first gold medal in the team time trial at the 1968 Mexico City Olympics, and his second gold medal in the men's road race at the 1985 Giavera di Montello World Championships."
"What medal did Joop Zoetemelk win in the 1968 Mexico City Olympics?","Gold","cycling","103","Gold medal - first place | 1968 Mexico City | Team time trial"
"For what world championship did Poulidor win a silver medal?","1974 Montreal","cycling","104","Road race"
"During what time did Poulildor join a professional team?","1960","cycling","104","1960"
"When was Raymond Poulidor's best finish in a championship?","1974","cycling","104","Second place in the 1974 Montréal Road Race World Championships."
"Which one day race was Poulidor in before the Grand prix des Nations?","La Fleche Wallonne","cycling","104","The one day race Poulidor was in before the Grand Prix des Nations was La Flèche Wallonne."
"When did Raymond Poulidor first get a medal in a championship?","1961","cycling","104","1961"
"How many years did Raymond Poulidor win the silver medal for France before he died.","45","cycling","104","Raymond Poulidor won the silver medal for France 4 times before he died."
"Which majors win had the most stages?","Tour de France","cycling","104","The Vuelta a España, which Raymond Poulidor won in 1964, had the most stages, with 4 individual stages."
"How many goal medals did Raymond Poulidor win for France?","zero","cycling","104","0"
"For how many years did Raymond Poulidor belong to a professional team?","17","cycling","104","Raymond Poulidor belonged to a professional team for 17 years (1960-1977)."
"How old was Sean Kelly when he joined his first professional team?","21","cycling","105","Sean Kelly was 21 years old when he joined his first professional team, Flandria-Velda-Latina Assicurazioni, in 1977."
"How many stage races did Kelly have in 1983?","3","cycling","105","Kelly had 2 stage races in 1983."
"What professional team did Kelly belong to the year he won a bronze medal at the Chambéry World Championships?","PDM–Concorde","cycling","105","Kelly belonged to the professional team ""PDM-Concorde"" the year he won a bronze medal at the Chambéry World Championships."
"What was Sean Kelly's most recent professional team?","Catavana","cycling","105","Catavana"
"How many years did Sean Kelly play for professional teams?","17 years","cycling","105","Sean Kelly played for professional teams for 17 years (1977-1994)."
"In what year was the last time that Sean Kelly won a medal in the World Championships?","1989","cycling","105","1989"
"How many years separate both Sean Kelly's World Championship appearances?","7 years","cycling","105","The answer to the question ""How many years separate both Sean Kelly's World Championship appearances?"" is 7 years. Sean Kelly won a bronze medal at the 1982 Goodwood World Championships and again at the 1989 Chambéry World Championships, with 7 years separating these two appearances."
"What was the first professional team that Sean Kelly played for?","Flandria–Velda–Latina Assicurazioni","cycling","105","Flandria-Velda-Latina Assicurazioni"
"When did Sean Kelly attend his first World Championships?","1982","cycling","105","1982"
"When dis Ali Farag win his first team gold at the World Team Champioships?","2017","squash","106","Sure! Here's the answer to the question:Ali Farag won his first team gold at the World Team Championships in 2017."
"How old was Ali Farag when he turned professional?","17 years old","squash","106","2009"
"How long after turning pro did Farag achieve his highest ranking?","13 years","squash","106","June 2022"
"At what age did Farag turn professional?","17","squash","106","Sure! Here's the answer to the question:Ali Farag turned professional in 2009."
"How many years between the time Farag won Gold at the Cairo World Championships and gold at Marseille World Team Championships?","4","squash","106","The time difference between Farag's gold medal at the Cairo World Championships and his gold medal at the Marseille World Team Championships is 4 years."
"In which city did Ali Farag medal the most in the 21st century?","Chicago","squash","106","Cairo"
"How old did Ali Farag turn the year he turned pro?","17","squash","106","27"
"How old did Ali Farag turn the year he reached number one?","30","squash","106","30 years old"
"How old was Ali Farag when he won his first team gold in the World Team Championships.","25 years old","squash","106","30 years old"
"Did Joel Makin win his gold medal in Washington, D. C. within ten years of turning pro?","yes","squash","107","No, Joel Makin did not win his gold medal in Washington, D.C. within ten years of turning pro. He won the bronze medal at the 2019 World Team Championships in Washington, D.C., but that was not within ten years of turning pro."
"What year did Joel Makin gain his highest ranking?","2021","squash","107","Sure! Here's the answer to the question:2021"
"What year did Joel Makin turn professional?","2014","squash","107","2014"
"How old was Joel Makin when he won a bronze medal?","25 years old","squash","107","25 years old"
"Was Joel Makin in his twenties when he won his bronze medal in Washington, D. C.?","yes","squash","107","No, Joel Makin was not in his twenties when he won his bronze medal in Washington, D.C. He was born on October 27, 1994, and the bronze medal victory took place in 2019, when he was 25 years old."
"Was Joel Makin a teenager when he attained his highest ranking?","no","squash","107","No, Joel Makin was not a teenager when he attained his highest ranking of No. 8 in December 2021. He was born on October 27, 1994, and turned pro in 2014, which means he was already in his mid-20s when he reached his highest ranking."
"How many years are between Makin's current rank and when he won bronze at the World Team Championships?","3","squash","107","3 years"
"How many months after his 27th birthday did Makin achieve his highest rank?","2","squash","107","8 months"
"How old was Joel Makin when he won Bronze at the World Team Championships?","25","squash","107","25 years old"
"At what age did Mohamed El Shorbagy win the world team championship?","20","squash","108","Mohamed El Shorbagy won the world team championship in 2011 at the age of 20."
"How many years after going pro did Mohamed El Shorbagy rank number one in the world?","8","squash","108","Mohamed El Shorbagy became world number one in November 2014, 8 years after turning pro in 2006."
"How many medals won Mohamed El Shorbagy  in World Championships (singles) from 2013?","8 Medals(1 Gold +3 Silver + 4 Bronze)","squash","108","Mohamed El Shorbagy has won 2 gold medals and 4 silver medals in World Championships (singles) from 2013."
"What is the current rank of Mohamed El Shorbagy in 2022?","3rd","squash","108","World No. 3 (December 2021)"
"How many years ago did Mohamed El Shorbagy was top ranked as World No. 1?","8 Years ago (2014)","squash","108","Mohamed El Shorbagy was top ranked as World No. 1 in November 2014. Therefore, as of the current year (2022), it has been 8 years since he held the top ranking."
"Number of titles won by Mohamed El Shorbagy?","43","squash","108","Mohamed El Shorbagy has won 43 titles in men's singles squash."
"What was the location of the world championship when Mohamed El Shorbagy was 25?","Cairo","squash","108","The location of the world championship when Mohamed El Shorbagy was 25 was Manchester, England."
"Mohamed El Shorbagy turned pro at the age of?","15","squash","108","2006"
"Mohamed El Shorbagy has been trained by how many coaches?","5","squash","108","5 coaches:1. Jonah Barrington2. David Palmer3. Hadrian Stiff4. Graeme Williams5. Rodney Martin"
"How many medals did Coll win in international competition the year the picture was taken?","2","squash","109","One silver medal and one bronze medal."
"How many years has Paul Coll been active in his career?","12 years","squash","109","12 years (2010-2022)"
"What year did Paul Coll win a silver medal in the Common Wealth Games?","2018","squash","109","Sure! Here's the answer to the question:The year Paul Coll won a silver medal in the Commonwealth Games was 2018."
"When was the first time that Paul Coll got any silver medal?","2018","squash","109","The first time Paul Coll got a silver medal was at the 2018 Commonwealth Games."
"How long has it been since Paul Coll last got a bronze medal in any competition?","2018","squash","109","It has been 2 years since Paul Coll last got a bronze medal in any competition, specifically at the 2020-21 Chicago World Championships."
"When was the first time that Paul Coll got a gold in the World Doubles Championships?","2016","squash","109","The first time Paul Coll got a gold in the World Doubles Championships was in 2016 in Darwin, where he won the mixed doubles event."
"In what year did Paul Coll win his first bronze medal in a major tournament?","2016","squash","109","Sure! Here's the answer to the question:2020"
"How many World Doubles Championship gold medals did Paul Coll win before he achieved his highest ranking?","2","squash","109","Two."
"How many years after turning pro did Paul Coll achieve his highest ranking?","12","squash","109","12 years (2022 - 2010)"
"How long between when Coll won gold at the Darwin World Doubles Championships and Bronze at the Commonwealth Games?","2","squash","109","The answer to the question is 4 years. Coll won gold at the Darwin World Doubles Championships in 2016, and bronze at the Commonwealth Games in 2018."
"What year did Paul Coll gain his highest ranking?","2022","squash","109","Sure! Here's the answer to the question:The year Paul Coll gained his highest ranking was 2022."
"How many years before Paul Coll achieved his highest ranking did he win gold at the Manchester World Doubles Championships?","5","squash","109","Sure! Here's the answer to the question:6 years before Paul Coll achieved his highest ranking, he won gold at the Manchester World Doubles Championships."
"How old was Tarek Momen when he turned pro?","17","squash","110","2005"
"How many gold medals did Tarek Momen win in 2015?","zero","squash","110","One."
"How many spots did Tarek Momen fall in the ranking from February 2019 to December 2021?","one","squash","110","One spot. Tarek Momen's highest ranking was No. 3 in February 2019, and his current ranking as of December 2021 is No. 4."
"How old did Tarek Momen turn the year he made his highest ranking?","31","squash","110","31 years old"
"How old was Tarek Momen when he turned pro?","17 years old","squash","110","27 years old"
"When did Tarek Momen earn his highest ranking?","February 2019","squash","110","February 2019"
"How old was Tarek Momen when he reached his highest ranking in 2019?","31 years old","squash","110","31"
"How soon after turning pro did Tarek Momen achieve his highest ranking so far?","14","squash","110","February 2019 (3 months after turning pro)"
"In how many World Team Championships did Tarek Momen play before playing the World Open singles?","1","squash","110","Tarek Momen played in 2 World Team Championships before playing the World Open singles."
"At what age did Chiyonofuji Mitsugu retire?","36 years","sumo","131","May 1991"
"How many years after Chiyonofuji Mitsugu's debut did he die?","46 years","sumo","131","Chiyonofuji Mitsugu died 46 years after his debut."
"How old was Chiyonofuji Mitsugu when he made hid debut?","15 years old","sumo","131","15 years old"
