"question","answer","category","table_id","predicted_answer"
"When did Zinedine Zidane's career start as a senior?","1988","footballer","40","Sure, here's the answer and reasoning:Answer: 1989"
"What was the first team that Zinedine Zidane was associated with as a senior?","Cannes","footballer","40","Cannes"
"How much longer was Zidane's senior career than his youth career?","9 years","footballer","40","Zinedine Zidane's senior career spanned 18 years (1989-2006), while his youth career lasted 7 years (1981-1989).Therefore, Zidane's senior career was 11 years longer than his youth career."
"Which team did Zinedine Zidane was managed in 2020?","Real Madrid","footballer","40","Real Madrid"
"How long after playing for Real Madrid did Zidane become its assistant manager?","7 years","footballer","40","Zinedine Zidane became the assistant manager of Real Madrid in 2013, 7 years after he stopped playing for the team in 2006."
"What team in his senior career did Zidane play for the year he won the  FIFA World Cup?","Juventus","footballer","40","Real Madrid"
"How many years did Roy Emerson play at an amateur level until he turned pro?","15 years","tennis","50","Roy Emerson played at an amateur level for 15 years (1953-1968) before turning pro."
"How old was Roy Emerson when he began to play professionally?","32 years old","tennis","50","Roy Emerson turned professional in 1968, but he began playing tennis as an amateur in 1953. Therefore, he was 27 years old when he began playing professionally."
"When was the last time that Roy Emerson won Wimbleton?","1971","tennis","50","The last time Roy Emerson won Wimbledon was in 1965."
"How long after winning a doubles tournament did Roy Emerson win a singles tournament?","2 years","tennis","50","Roy Emerson won a doubles tournament in 1966, and he won a singles tournament in 1967. Therefore, he won a singles tournament 1 year after winning a doubles tournament."
"How many Davis Cups did Roy Emerson compete in after he turned pro?","4","tennis","50","Roy Emerson did not compete in any Davis Cups after he turned professional in 1968."
"How many total years of amateur playing and pro playing did Roy Emerson have?","30","tennis","50","Roy Emerson played amateur tennis for 10 years (1953-1963) and professional tennis for 15 years (1968-1983), for a total of 25 years."
"When was the first time that Roy Emerson won the Davis Cup?","1959","tennis","50","Sure! Here's the answer and reasoning:Answer: 1959"
"How long did it take Roy Emereson to go from amateur to pro?","15 years","tennis","50","Roy Emerson turned pro in 1968, after playing amateur tennis for 15 years, from 1953 to 1967."
"How old was Roy Emerson when he retired from playin professionally?","47 years old","tennis","50","47 years old"
"When did Roy Emerson first win a Grand Slam Singles Tournament?","1961","tennis","50","Roy Emerson first won a Grand Slam Singles Tournament in 1961, specifically at the Australian Open."
"How long after turning pro did Roy Emerson retire?","15 years","tennis","50","Roy Emerson retired in 1983, 15 years after he turned pro in 1968."
"Which Grand Slam tournament did Emerson win the first year he won the Davis Cup team competition?","US Open","tennis","50","The first year that Roy Emerson won the Davis Cup team competition was 1959. The Grand Slam tournament that he won that year was the Australian Open."
"When was the most recent time that Roy Emerson won the Australian Open?","1969","tennis","50","The most recent time that Roy Emerson won the Australian Open was in 1967."
"How old was Roy Emerson when he first won the French Open Doubles?","27","tennis","50","24 years old"
"How many times did Emerson win multiple Grand Slam doubles in a single year?","3","tennis","50","Roy Emerson won multiple Grand Slam doubles titles in a single year four times:1. 1960: Won the Australian Open, French Open, and Wimbledon doubles titles.2. 1961: Won the Australian Open, French Open, and US Open doubles titles.3. 1962: Won the Australian Open and French Open doubles titles.4. 1966: Won the Australian Open, French Open, and Wimbledon doubles titles.Therefore, the answer is 4."
"What year was Roy Emerson inducted into the International Tennis Hall of Fame?","1982","tennis","50","1982"
"How long did Roy Emerson play in the amateur league before going professional?","15 years","tennis","50","Roy Emerson played in the amateur league for 15 years (1953-1968) before turning professional."
"How long did Roy Emerson play professionally?","15 years","tennis","50","Roy Emerson played professionally for 15 years, from 1968 to 1983."
"How many years were between when Nicklaus first won the U.S. Open and last won the Masters Tournament?","24","golf","66","The last time Jack Nicklaus won the Masters Tournament was in 1986, and the first time he won the U.S. Open was in 1962, so the difference between these two years is 24 years."
"How many championships and awards did Nicklaus win in 1975?","4","golf","66","In 1975, Jack Nicklaus won 2 championships and awards:1. Masters Tournament2. PGA Championship"
"What was the most recent award that Jack Nicklaus won?","Congressional Gold Medal","golf","66","The most recent award that Jack Nicklaus won was the Congressional Gold Medal in 2015. This is stated in the context provided, in the section listing Nicklaus' achievements and awards."
"How long after his marriage did Nicklaus turn professional?","1 year","golf","66","Nicklaus turned professional in 1961, and he got married in 1960, therefore the answer is 1 year."
"When was the first time that Jack Nicklaus won a Masters Tournament?","1963","golf","66","The first time Jack Nicklaus won a Masters Tournament was in 1963."
"How many years after turning pro did Jack Nicklaus win a Masters Tournament?","2","golf","66","Jack Nicklaus turned professional in 1961, and he won his first Masters Tournament in 1963. Therefore, the answer is 2 years."
"How many years had Jack Nicklaus been playing when he won his first Masters Tournament?","2 years","golf","66","Jack Nicklaus won his first Masters Tournament in 1963. According to the context, he turned professional in 1961, so he had been playing professionally for 2 years before winning his first Masters."
"How many years had Jack Nicklaus been playing when he won his last PGA as leading money winner?","15 years","golf","66","Jack Nicklaus won his last PGA Tour leading money winner award in 1976, and he turned professional in 1961, so he had been playing for 15 years when he won his last leading money winner award."
"What was the last year that Jack Nicklaus won a U.S. Open?","1980","golf","66","The last year that Jack Nicklaus won a U.S. Open was 1980."
"How many years were between the time Diegel first won the PGA Championship and when he achieved T16 at the Master's?","6","golf","68","The answer is 6 years.Leo Diegel won the PGA Championship in 1928 and 1929, and he achieved T16 at the Master's in 1934. Therefore, the difference between the two events is 6 years (1934 - 1928)."
"How many years before Diegel died was the picture taken?","19","golf","68","The picture was taken 14 years before Diegel died."
"How long was Leo Diegel married?","17 years","golf","68","27 years"
"How long after Diegel started his pro career did he marry Violet Bird Diegel?","18 years","golf","68","Leo Diegel married Violet Bird Diegel in 1934, 18 years after he started his professional career in 1916."
"What was the last competition that Leo Diegel won?","Masters Tournament","golf","68","The last competition that Leo Diegel won was the 1929 PGA Championship."
"How many years after winning his first competition did Leo Diegel pass away?","31","golf","68","Leo Diegel passed away 15 years after winning his first competition."
"Who was the other half of Leo Diegel in 1940?","Violet Bird Diegel","golf","68","Violet Bird Diegel"
"How many times did Leo Diegel was won the PGA Championship from 1916?","2 Times (1928,1929)","golf","68","2"
"How many years ago did Leo Diegel was died?","71 Years ago","golf","68","71 years ago"
"Which did Sam Snead win first, a Masters tournament, or a PGA tournament?","PGA","golf","70","A Masters tournament.Sam Snead won his first Masters tournament in 1949, and his first PGA tournament in 1942. Therefore, he won the Masters tournament first."
"How many years had Sam Snead been playing professionally when he won the Masters?","15 years","golf","70","Sam Snead had been playing professionally for 15 years when he won the Masters in 1949."
"What year did Sam Snead begin playing professionally?","1934","golf","70","Sure! Here's the answer and reasoning:Answer: 1934"
"What happened first, Sam Snead's marriage or career?","career","golf","70","Sam Snead's career came before his marriage."
"How many years separate the time Sam Snead began playing professionally and his death?","68 years","golf","70","Sam Snead began playing professionally in 1934 and passed away on May 23, 2002, at the age of 89. Therefore, the number of years between the time he began playing professionally and his death is:2002 - 1934 = 68 yearsSo, the answer is 68 years."
"How many years before he married Audrey Karnes Snead did Snead begin his pro career?","6","golf","70","Sam Snead turned professional in 1934, and he married Audrey Karnes Snead in 1940. Therefore, the answer is 6 years."
"How many championships and awards did Snead win in 1949?","5","golf","70","In 1949, Sam Snead won 3 championships:* Masters Tournament* PGA Championship* The Open ChampionshipHe also won the Vardon Trophy and was named PGA Golfer of the Year in 1949.Therefore, the answer is 3 championships and 2 awards."
"How long after starting his pro career did Snead win his first championship?","8 years","golf","70","Sam Snead won his first championship, the 1942 PGA Championship, 8 years after turning professional in 1934."
"How old was Sam Snead when he turned professional?","32","golf","70","22 years old"
"What year was Chuck Howley drafted into the NFL?","1958","rugby","74","Sure! Here's the answer and reasoning:Answer: 1958"
"How many years did Chuck Howley play for the Los Raiders?","12","rugby","74","13 years || Chuck Howley played for the Los Raiders for 13 years (1961-1973)."
"What was the total number of years that Chuck Howley was a 5× First-team All-Pro?","4","rugby","74","Sure! Here's the answer and reasoning based on the given context:Answer: 5 years"
"How many times did Chuck Howley play in the Pro Bowl when he was with the Raiders?","6","rugby","74","6"
"How old was Chuck Howley when his NFL career began?","22","rugby","74","22 years old"
"What team did Chuck Howley play for the year he made the Second-team All-Pro?","Raiders","rugby","74","The team that Chuck Howley played for the year he made the Second-team All-Pro was the Dallas Cowboys. This is stated in the career history section of the infobox, which lists the Cowboys as the team he played for from 1961 to 1973. The year he made the Second-team All-Pro was 1971, which falls within the time period he played for the Cowboys."
"What team did Chuck Howley play for first?","Chicago Bears","rugby","74","Chicago Bears"
"What team did Chuck Howley end his career playing for?","Raiders","rugby","74","Dallas Cowboys"
"When was the last year that Chuck Howley played in the Pro Bowl?","1971","rugby","74","The last year that Chuck Howley played in the Pro Bowl was 1971."
"During what year did Manning receive the most awards or highlights?","2003","rugby","75","The year in which Eli Manning received the most awards or highlights was 2011."
"What career highlight did Manning achieve the year had 1,219 passing yards?","Pro Bowl","rugby","75","The career highlight that Eli Manning achieved the year he had 1,219 passing yards was his Super Bowl MVP performance in Super Bowl XLVI in 2011. This is recorded in the 'Career highlights and awards' section of the infobox."
"How many years longer did Manning play for the New York Giants than Ole Miss?","11","rugby","75","Sure! Here's the answer and reasoning:Answer: 16 years"
"In 2011 how many passing yards in a single postseason did Eli Manning have?","1,219 yards","rugby","75","The answer is 1,219 yards."
"What were the number of years that Eli Manning played for the Giants before he won the Walter Payton NFL Man of the Year in 2016?","12 years","rugby","75","Sure! Here's the answer and reasoning based on the provided context:Answer: 12 years"
"What year was Eli Manning drafted into the NFL?","2004","rugby","75","Sure! Here's the answer and reasoning:Answer: 2004"
"How many years did Eli Manning play for the New York Giants?","15","rugby","75","15 years"
"How many years did Eli Manning attend school at Ole Miss?","4 years","rugby","75","4 years"
"How many years after Eli Manning attended Ole Miss did he win the Bart Starr award?","21 years","rugby","75","The Bart Starr Award was given to Eli Manning in 2020, 17 years after he attended Ole Miss."
"What college did James Worthy attend in 1980?","North Carolina","nba","81","North Carolina || He attended North Carolina college from 1979 to 1982."
"How many years did James Worthy play professionally?","12 years","nba","81","Sure! Here's the answer and reasoning based on the context you provided:Answer: 12 years"
"When was the last time that James Worthy played in an NBA All Stars game?","1992","nba","81","The last time James Worthy played in an NBA All-Star game was in 1992."
"When was the first time that James worthy was chosen as an All-American player?","1978","nba","81","The first time James Worthy was chosen as an All-American player was in 1982, when he was selected as a consensus first-team All-American."
"For how many years did James Worthy play for the NBA?","12","nba","81","Sure! Here's the answer and reasoning:Answer: 12 years"
"How many years after winning the gold medal at the FIBA U19 World Championship did Worthy enter the draft?","3","nba","81","James Worthy entered the draft in 1982, 3 years after winning the gold medal at the FIBA U19 World Championship in 1979."
"How many awards and highlights did Worthy have in the same year as the last year he was in college?","5","nba","81","In the same year that James Worthy was in college (1982), he had the following awards and highlights:* NCAA champion* NCAA Final Four Most Outstanding Player* Consensus first-team All-American* First-team All-ACC* ACC Tournament MVPTherefore, the answer is 5."
"How long after Worthy's NBA career began did he win his first NBA championship?","3 years","nba","81","Sure! Here's the answer and reasoning:Answer: 3 years"
"How long had James Worthy been playing professionally when he won the NCAA Championship?","1","nba","81","James Worthy had been playing professionally for 4 years when he won the NCAA Championship in 1982."
"How many years ago did Nate Archibald was received Basketball Hall of Fame as player?","16 Years ago (2006)","nba","83","Nate Archibald was inducted into the Naismith Memorial Basketball Hall of Fame as a player in 1991. Therefore, as of 2023, it has been 32 years since he was inducted."
"What was the first college Nate Archibald attended?","Arizona Western","nba","83","Arizona Western (1966-1967) || UTEP (1967-1970) || Nate Archibald attended both Arizona Western and UTEP colleges."
"What team did Nate Archibald play for following the Boston Celtics?","Milwaukee Bucks","nba","83","Milwaukee Bucks"
"How many awards did Nate Archibald win in 1973?","two","nba","83","In 1973, Nate Archibald won 3 awards:* NBA scoring champion* NBA assists leader* All-NBA First Team"
"How many years did Nate Archibald play professionally for?","14","nba","83","Sure! Here's the answer and reasoning based on the provided context:Answer: 14 years"
"What was the last team that Nate Archibald played for in the NBA?","Bucks","nba","83","The last team that Nate Archibald played for in the NBA was the Milwaukee Bucks. He played for the Bucks during the 1983-1984 season."
"When was the last time that Nate Archibald was an NBA All Star?","1982","nba","83","The last time Nate Archibald was an NBA All-Star was in 1982."
"How many years did Nate Archibald was active carreer since 1970?","14 Years","nba","83","Nate Archibald was active in his NBA career for 14 years, from 1970 to 1984."
"Which professional team did Nate Archibald was played in 1980?","Boston Celtics","nba","83","The professional team that Nate Archibald played for in 1980 was the Boston Celtics. This is stated in the ""Career history"" section of the infobox, which lists the teams that Archibald played for during his NBA career. According to the infobox, Archibald played for the Boston Celtics from 1978 to 1983, which includes the 1980 season."
"Which team did Scottie Pippen was in 1990?","Chicago Bulls","nba","89","The team that Scottie Pippen was in 1990 was the Chicago Bulls. This is stated in the ""Career history"" section of the infobox, which lists the teams that Pippen played for during his NBA career. According to the infobox, Pippen played for the Chicago Bulls from 1987 to 1998, which includes the 1990 season."
"What was the age when Scottie Pippen won gold medal in 1996 Atlanta Olympic Games?","Age of 31","nba","89","31 years old"
"How many years did Pippen play between his stints in Chicago?","Five","nba","89","Sure! Here's the answer and reasoning:Answer: 4 years"
"For which team did Pippen play for when he won his last award?","Portland Trail Blazers","nba","89","Chicago Bulls"
"How old was Pippwn when he won his first Olympic gold?","26","nba","89","Sure! Here's the answer and reasoning:Answer: 27 years old"
"What team was Pippen playing for the year he won a gold medal at the Atlanta Olympics?","Chicago Bulls","nba","89","Chicago Bulls"
"How long after Pippen entered the NBA draft did was he awarded NBA steals leader?","8 years","nba","89","Sure! Here's the answer and reasoning based on the provided context:Answer: 1995"
"How many years longer did Pippen play for the Chicago Bulls than for the Portland Trail Blazers?","8","nba","89","Sure! Here's the answer and reasoning:Answer: 7 years"
"How many years ago did Scottie Pippen awarded NBA steals leader?","27 Years ago (1995)","nba","89","The question is asking how many years ago Scottie Pippen was awarded NBA steals leader. The answer can be found in the career highlights and awards section of the infobox, which states that Pippen was NBA steals leader in 1995.Therefore, as of 2022, it has been 27 years since Scottie Pippen was awarded NBA steals leader."
"Did Carolina Albuquerque win a gold in Japan before winning one in Winnipeg?","no","volleyball","93","Yes, Carolina Albuquerque won a gold medal at the World Grand Champions Cup in 2005 in Japan, before winning a gold medal at the Pan American Games in Winnipeg in 1999."
"Did Carolina Albuquerque compete in the Pan American games before the Olympic Games?","yes","volleyball","93","Yes"
"How many gold medals had Carolina Albuquerque won by the time she got a silver medal in Rio de Janeiro?","4","volleyball","93","Carolina Albuquerque had won 4 gold medals by the time she got a silver medal in Rio de Janeiro."
"What was the first year that Carolina Albuquerque competed on the national team?","1997","volleyball","93","The first year that Carolina Albuquerque competed on the national team was 1997."
"How many years separate Carolina Albuquerque's silver medals in the the World Grand Prix and the World Championship?","7","volleyball","93","The answer is 4 years.Carolina Albuquerque won silver medals in the World Grand Prix in 2005 and 2006, and in the World Championship in 2006. Therefore, the difference between the years in which she won these medals is 4 years (2006 - 2005 = 1, 2006 - 2006 = 0)."
"How long after her first gold medal in any international competition did Carolina Albuquerque win a gold in Olympics?","9 years","volleyball","93","Carolina Albuquerque won a gold medal in the Olympic Games in 2008, which was 11 years after her first gold medal in any international competition, which was at the 2005 World Grand Champions Cup.Therefore, the answer is 11 years."
"In which year did Carolina Albuquerque win the most gold medals in international competition?","2008","volleyball","93","The answer is 2005."
"How many gold medals had Carolina Albuquerque won by the year 2004?","1","volleyball","93","By the year 2004, Carolina Albuquerque had won 2 gold medals.The first gold medal was won at the 2005 World Grand Champions Cup in Japan, where Brazil won the team competition.The second gold medal was won at the 2005 World Grand Prix in Sendai, where Brazil won the team competition.Therefore, the answer is 2."
"What years did Carolina Albuquerque win medals in Asia?","1999, 2005, 2006, 2008","volleyball","93","The years in which Carolina Albuquerque won medals in Asia are:* 2005: Gold medal at the World Grand Champions Cup in Japan* 2006: Gold medal at the World Grand Prix in Reggio Calabria, Italy* 2008: Gold medal at the World Grand Prix in Yokohama, JapanTherefore, the answer is: 2005, 2006, 2008."
"What was the age when Thiago Alves won first medal in Olympic Games 2012?","Age of 26","volleyball","96","The answer to the question ""What was the age when Thiago Alves won first medal in Olympic Games 2012?"" is 26 years old."
"Which team did Thiago Alves played in 2021?","Montes Claros Vôlei","volleyball","96","Montes Claros Vôlei"
"What team did Thiago Alves play for the longest?","Grêmio Náutico União","volleyball","96","The team that Thiago Alves played for the longest is SESI-SP. He played for the team from 2010 to 2012, and then again from 2015 to 2016, which is a total of 4 years."
"What teams did Thiago Alves play for when he was 25 years old?","Panasonic Panthers and SESI-SP","volleyball","96","Sure! Here's the answer and reasoning for the question:Answer: Montes Claros Vôlei, Brazil"
"How many gold medals did Thiago Alves throughout his career?","9","volleyball","96","Thiago Alves has won 4 gold medals throughout his career.The gold medals were won at the following events:* World Grand Champions Cup (2009 Japan)* World Grand Champions Cup (2013 Japan)* World League (2007 Katowice)* World League (2009 Belgrade)Therefore, the answer is 4."
"Where did Thiago Alves win the silver medal in 2012 Olympics?","London","volleyball","96","London"
"How many years separate the two gold medals that Thiago Alves won in the World Grand Championships Cup?","4 years","volleyball","96","The two gold medals that Thiago Alves won in the World Grand Champions Cup were in 2009 and 2013. Therefore, the difference between the two gold medals is 4 years."
"How old was Thiago Alves when he won gold in the Pan American games in 2011?","25 years","volleyball","96","Thiago Alves was 25 years old when he won gold in the Pan American games in 2011."
"How many years did Thiago Alves played for Grêmio Náutico União from 2000?","3 Years (2000-2003)","volleyball","96","Thiago Alves played for Grêmio Náutico União from 2000 to 2003, for a total of 3 years."
"What year did Matt Biondi win 4 gold medals in the Summer Universiade games?","1985","swimming","115","The answer is 1985. According to the information provided, Matt Biondi won 4 gold medals in the Summer Universiade games in 1985, in the events of 100 m freestyle, 200 m freestyle, 4×100 m freestyle, and 4×200 m freestyle."
"How many years after winning his first medal in an Olympic Game did Matt Biondi win a medal in his last Olympic Game?","8","swimming","115","Matt Biondi won his first medal in an Olympic Game in 1984, and his last medal in an Olympic Game in 1992. Therefore, the difference between the year he won his first medal and the year he won his last medal is 8 years."
"How many gold medals did Matt Biondi win in the 1988 Seoul Olympics?","5","swimming","115","The answer is 5.Matt Biondi won 5 gold medals in the 1988 Seoul Olympics:* 50 m freestyle* 100 m freestyle* 4×100 m freestyle* 4×200 m freestyle* 4×100 m medley"
"What year did Matt Biondi win his only bronze in the Olympics?","1988","swimming","115","The year that Matt Biondi won his only bronze medal in the Olympics was 1988. He won a bronze medal in the 200m freestyle event at the 1988 Seoul Olympics."
"How many gold medals won by Matt Biondi in Olympics 1988?","5 Gold Medals","swimming","115","The answer is 3."
"How many gold medals won by Matt Biondi in his career upto 2022 for 100m freestyle ?","7 Gold Medals","swimming","115","The answer is 0."
"How many gold medals won by Matt Biondi in World Championships?","6 Gold medals","swimming","115","6"
