,Unnamed: 0,question,answer,category,table_id,explicit,implicit,before_related,after_related,duration_related,max_operator,min_operator,count_operator,sum_operator,difference_operator,average_operator,comparison_operator,ordinal,answer_type
67,67,How old was Pollock during his test debut?,22,cricket,54,False,True,False,False,True,False,False,False,False,False,False,False,False,AGE
68,68,How years ago did Shaun Pollock  was played his last T20I?,14 Years ago,cricket,54,True,False,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
69,69,How long was it between Waqar Younis Last Test and his Last ODI?,2 months,cricket,55,False,True,False,False,True,False,False,False,False,False,False,False,False,TEMPORAL
70,70,Which domestice team did Waqar Younis was played in 1992?,Surrey,cricket,55,True,False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
71,71,How many years ago did Waqar Younis played his last ODI?,19 Years ago (2003),cricket,55,True,False,True,False,False,False,False,True,False,False,False,False,True,TEMPORAL
72,72,How many total wickets taken by Waqar Younis in his career 1987-2003?,2420 wickets,cricket,55,True,False,False,False,False,False,False,True,True,False,False,False,False,COUNT
73,73,How long after Younis played for Allied Bank Limited was the picture taken?,11 years,cricket,55,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
74,74,How many domestic teams did Waqar Younis play for in 1999?,3,cricket,55,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
75,75,"Five years after turning pro, where did Waqar Younis play domestically?",Surrey,cricket,55,True,False,False,True,False,False,False,False,False,False,False,False,False,PLACE
76,76,What was the last team Waqar Younis played for before the turn of the Millenium?,REDCO Pakistan Limited,cricket,55,False,True,True,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
77,77,How much longer did Younis play for Surrey than Glamorgan?,2 years,cricket,55,False,True,False,False,True,False,False,False,False,False,False,False,False,TEMPORAL
78,78,What was the age when Sanath Jayasuriya played his Test debut in 2007?,Age of 22,cricket,56,True,False,False,False,False,False,False,False,False,False,False,False,False,AGE
79,79,How many total international matches played by Sanath Jayasuriya in all formats?,666,cricket,56,False,True,False,False,False,False,False,True,True,False,False,False,False,COUNT
80,80,How many years did Marco Sanath Jayasuriya was played for his national team?,22 Years (1989-2011),cricket,56,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
81,81,What was the third team that Sanath Jayasuriya played for?,Lancashire,cricket,56,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
82,82,What was the first team that Sanath Jayasuriya played for?,Bloomfield,cricket,56,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
83,83,For how many years did Sanath Jayasuriya play for Bloomfield?,17,cricket,56,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
84,84,How long after his first year playing for Bloomfield did Jayasuriya play for the Khulna Royal Bengals?,18 years,cricket,56,True,False,False,True,False,False,False,False,False,False,False,False,True,TEMPORAL
85,85,What team did Jayasuriya play for during the year of his last test?,Lancashire,cricket,56,True,False,True,False,True,False,False,False,False,False,False,False,True,ORGANIZATION
86,86,How old was Jayasuriya when he started playing for Bloomfield?,25,cricket,56,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
87,87,How much longer did Richards play for Leeward Islands than Glamorgan?,7 years,cricket,57,False,True,False,False,True,False,False,False,False,False,False,False,False,TEMPORAL
88,88,Which domestice team did Viv Richards was played in 1980?,Somerset,cricket,57,True,False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
89,89,How many years did Viv Richards played for west indies?,17 Years,cricket,57,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
90,90,How many years ago did Viv Richards first debut in ODI?,47 Years ago,cricket,57,True,False,True,False,False,False,False,True,False,False,False,False,True,TEMPORAL
91,91,When did Viv Richards start playing domestically?,1971,cricket,57,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
92,92,What was the last team that Viv Richards was associated with domestically?,Glamorgan,cricket,57,False,True,True,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
93,93,For how many years did Viv Richards play domestically?,22,cricket,57,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
94,94,How many years between Richard's ODI debut and his last year playing for Somerset?,11,cricket,57,True,False,True,False,True,False,False,True,False,False,False,False,True,COUNT
95,95,What domestic team did Richards play for during his Test debut?,Combined Islands,cricket,57,False,True,False,False,True,False,False,False,False,False,False,False,False,ORGANIZATION
96,96,How many more years did Alejandro Valverde spend in Illes Balears–Banesto than Kelme–Costa Blanca?,three,cycling,99,True,False,False,False,False,False,False,True,False,False,False,True,False,COUNT
97,97,How many individual stages did Alejandro Valverde win in the 2010's in the Tour de France?,one,cycling,99,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
98,98,What was the year of Alejandro Valverde's first Tour De France victory?,2005,cycling,99,True,False,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
99,99,How many bronze medals did Alejandro Valverde win from 2000-2009?,two,cycling,99,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
100,100,How much longer was Valverde on the Puente Tocinos  team than Illes Balears–Banesto?,4 years,cycling,99,False,True,False,False,True,False,False,False,False,False,False,False,False,TEMPORAL
101,101,What team did Valverde ride for the year he won silver at the Hamilton World Championships?,Kelme–Costa Blanca,cycling,99,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
102,102,How many major wins did Valverde have in 2008?,6,cycling,99,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
103,103,What professional team did Alejandro Valverde represent during the time before he was on Illes Balears–Banesto?,Kelme–Costa Blanca,cycling,99,False,True,True,False,True,False,False,False,False,False,False,False,False,ORGANIZATION
104,104,"After Alejandro Valverde won the 2001 Mediterranean games bronze medal, what year did he win his next medal he won at the world championships?",2005 in Madrid,cycling,99,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
105,105,How many times did Felice Gimondi  participated in National Road Race Championships?,2 Times,cycling,100,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
106,106,How old was Felice Gimondi when he won a silver medal at the  UCI Road World Championships?,29,cycling,100,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
107,107,Which professional team was Felice Gimondi for longer?,Salvarani,cycling,100,False,True,False,False,True,False,False,False,False,False,False,False,False,ORGANIZATION
108,108,What was the second professional team that Felice Gimondi was a part of?,Bianchi–Campagnolo,cycling,100,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
109,109,When did Felice Gimondi win his first medal in competition?,1970,cycling,100,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
110,110,In what city did Felice Gimondi win a medal the same year as his second appearance at the Giro di Lombardia?,Barcelona,cycling,100,True,False,False,False,False,False,False,False,False,False,False,False,True,PLACE
111,111,How many gold medals won by Felice Gimondi in UCI Road World Championships 1973?,One (Gold),cycling,100,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
112,112,What professional team did Felice Gimondi ride for during the Tour de Romandie?,Salvarani,cycling,100,False,True,False,False,True,False,False,False,False,False,False,False,False,ORGANIZATION
113,113,Which team did Felice Gimondi was played 1970?,Salvarani,cycling,100,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
114,114,How old was Moser when he first rode for Famcucine–Campagnolo?,30,cycling,101,False,True,False,False,False,False,False,False,False,False,False,False,True,AGE
115,115,What international competition did Moser win gold at the year he won the World Road Race Championships?,San Christóbal World Championships,cycling,101,True,False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
116,116,How old was Francesco Moser when he played for Sanson?,25 years old,cycling,101,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
117,117,Where did Francesco Moser win a gold medal in 1976?,Monteroni di Lecce World Championships,cycling,101,True,False,False,False,False,False,False,False,False,False,False,False,False,PLACE
118,118,What medal did Monteroni di Lecce win at the 1977 San Christóbal World Championships?,Gold,cycling,101,True,False,False,False,False,False,False,False,False,False,False,False,False,PRODUCT
119,119,Which professional team did Francesco Moser was played in 1984?,Gis Gelati,cycling,101,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
120,120,How many gold medals won by Hugo Calderano in singles from 1976?,"2 Gold Medals (1976, 1977)",cycling,101,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
121,121,How many major wins did Moser have during the time he rode for Gis Gelati?,5,cycling,101,False,True,False,False,True,False,False,True,False,False,False,False,False,COUNT
122,122,How many National Road Race Championships was participated by Francesco Moser from 1973?,"3 Times (1975, 1979, 1981)",cycling,101,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
123,123,What was Gino Bartali's last stage race won?,Tour de Romandie,cycling,102,False,True,True,False,False,False,False,False,False,False,False,False,True,UNKNOWN
124,124,How old was Gino Bartali when he joined his first professional team?,21,cycling,102,False,True,False,False,False,False,False,False,False,False,False,False,True,AGE
125,125,What professional team did Gino Bartali belong to during the Tour de Romandie?,Bartali–Gardiol,cycling,102,False,True,False,False,True,False,False,False,False,False,False,False,False,ORGANIZATION
126,126,How many one One-day races and Classics did Bartali ride in 1939?,4,cycling,102,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
127,127,Who was the last team that Gino Bartali rode for in 1954?,Bartali–Brooklin,cycling,102,True,False,True,False,False,False,False,False,False,False,False,False,True,PERSON
128,128,When did Gino Bartali first join the amateur team?,1931,cycling,102,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
129,129,How long was Gino Bartali a part of the amateur team?,4 years,cycling,102,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
130,130,How old was Gino Bartali when he rode for the Fréjus team?,21 years old,cycling,102,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
131,131,How many total years did Gino Bartali ride for professional teams?,19 years,cycling,102,True,False,False,False,False,False,False,True,True,False,False,False,False,TEMPORAL
132,132,What team did Joop Zoetemelk play with professionally for the longest?,Gan–Mercier–Hutchinson,cycling,103,False,True,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
133,133,What professional team did Zoetemelk ride for the year the picture was taken?,Flandria–Mars,cycling,103,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
134,134,How many years before Zoetemelk first won the Paris–Nice stage race did he win gold at the Olympics?,6,cycling,103,True,False,True,False,False,False,False,True,False,False,False,False,True,COUNT
135,135,What year did Joop Zoetemelk win gold at the World Championships?,1985,cycling,103,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
136,136,What was the first year that Joop Zoetemelk played professionally?,1970,cycling,103,True,False,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
137,137,How many major wins Zoetemelk did have in 1979?,6,cycling,103,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
138,138,What was the first team that Joop Zoetemelk played with professionally?,Flandria–Mars,cycling,103,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
139,139,How many years separated the two gold medals that Joop Zoetemelk won in his career?,17 years,cycling,103,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
140,140,What medal did Joop Zoetemelk win in the 1968 Mexico City Olympics?,Gold,cycling,103,True,False,False,False,False,False,False,False,False,False,False,False,False,PRODUCT
141,141,For what world championship did Poulidor win a silver medal?,1974 Montreal,cycling,104,False,True,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
142,142,During what time did Poulildor join a professional team?,1960,cycling,104,True,False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
143,143,When was Raymond Poulidor's best finish in a championship?,1974,cycling,104,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
144,144,Which one day race was Poulidor in before the Grand prix des Nations?,La Fleche Wallonne,cycling,104,True,False,True,False,False,False,False,False,False,False,False,False,False,UNKNOWN
145,145,When did Raymond Poulidor first get a medal in a championship?,1961,cycling,104,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
146,146,How many years did Raymond Poulidor win the silver medal for France before he died.,45,cycling,104,True,False,True,False,False,False,False,True,False,False,False,False,False,COUNT
147,147,Which majors win had the most stages?,Tour de France,cycling,104,False,True,False,False,False,True,False,False,False,False,False,False,False,UNKNOWN
148,148,How many goal medals did Raymond Poulidor win for France?,zero,cycling,104,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
149,149,For how many years did Raymond Poulidor belong to a professional team?,17,cycling,104,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
150,150,How old was Sean Kelly when he joined his first professional team?,21,cycling,105,False,True,False,False,False,False,False,False,False,False,False,False,True,AGE
151,151,How many stage races did Kelly have in 1983?,3,cycling,105,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
152,152,What professional team did Kelly belong to the year he won a bronze medal at the Chambéry World Championships?,PDM–Concorde,cycling,105,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
153,153,What was Sean Kelly's most recent professional team?,Catavana,cycling,105,False,True,False,False,False,True,False,False,False,False,False,False,False,UNKNOWN
154,154,How many years did Sean Kelly play for professional teams?,17 years,cycling,105,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
155,155,In what year was the last time that Sean Kelly won a medal in the World Championships?,1989,cycling,105,True,False,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
156,156,How many years separate both Sean Kelly's World Championship appearances?,7 years,cycling,105,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
157,157,What was the first professional team that Sean Kelly played for?,Flandria–Velda–Latina Assicurazioni,cycling,105,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
158,158,When did Sean Kelly attend his first World Championships?,1982,cycling,105,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
159,159,When dis Ali Farag win his first team gold at the World Team Champioships?,2017,squash,106,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
160,160,How old was Ali Farag when he turned professional?,17 years old,squash,106,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
161,161,How long after turning pro did Farag achieve his highest ranking?,13 years,squash,106,False,True,False,True,False,True,False,False,False,False,False,False,True,TEMPORAL
162,162,At what age did Farag turn professional?,17,squash,106,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
163,163,How many years between the time Farag won Gold at the Cairo World Championships and gold at Marseille World Team Championships?,4,squash,106,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
164,164,In which city did Ali Farag medal the most in the 21st century?,Chicago,squash,106,True,False,False,False,False,True,False,False,False,False,False,False,False,PLACE
165,165,How old did Ali Farag turn the year he turned pro?,17,squash,106,True,False,False,False,False,False,False,False,False,False,False,False,False,AGE
166,166,How old did Ali Farag turn the year he reached number one?,30,squash,106,True,False,False,False,False,False,False,False,False,False,False,False,False,AGE
167,167,How old was Ali Farag when he won his first team gold in the World Team Championships.,25 years old,squash,106,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
168,168,"Did Joel Makin win his gold medal in Washington, D. C. within ten years of turning pro?",yes,squash,107,True,False,False,False,False,False,False,False,False,False,False,False,False,YES/NO
169,169,What year did Joel Makin gain his highest ranking?,2021,squash,107,True,False,False,False,False,True,False,False,False,False,False,False,True,TEMPORAL
170,170,What year did Joel Makin turn professional?,2014,squash,107,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
171,171,How old was Joel Makin when he won a bronze medal?,25 years old,squash,107,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
172,172,"Was Joel Makin in his twenties when he won his bronze medal in Washington, D. C.?",yes,squash,107,False,True,False,False,False,False,False,False,False,False,False,False,False,YES/NO
173,173,Was Joel Makin a teenager when he attained his highest ranking?,no,squash,107,False,True,False,False,False,True,False,False,False,False,False,False,True,YES/NO
174,174,How many years are between Makin's current rank and when he won bronze at the World Team Championships?,3,squash,107,True,False,False,False,True,False,False,True,False,False,False,False,True,COUNT
175,175,How many months after his 27th birthday did Makin achieve his highest rank?,2,squash,107,True,False,False,True,False,True,False,True,False,False,False,False,True,COUNT
176,176,How old was Joel Makin when he won Bronze at the World Team Championships?,25,squash,107,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
177,177,At what age did Mohamed El Shorbagy win the world team championship?,20,squash,108,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
178,178,How many years after going pro did Mohamed El Shorbagy rank number one in the world?,8,squash,108,True,False,False,True,False,False,False,True,False,False,False,False,True,COUNT
179,179,How many medals won Mohamed El Shorbagy  in World Championships (singles) from 2013?,8 Medals(1 Gold +3 Silver + 4 Bronze),squash,108,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
180,180,What is the current rank of Mohamed El Shorbagy in 2022?,3rd,squash,108,True,False,False,False,False,False,False,False,False,False,False,False,True,ORDINAL
181,181,How many years ago did Mohamed El Shorbagy was top ranked as World No. 1?,8 Years ago (2014),squash,108,True,False,True,False,False,False,False,True,False,False,False,False,True,TEMPORAL
182,182,Number of titles won by Mohamed El Shorbagy?,43,squash,108,False,True,False,False,False,False,False,False,False,False,False,False,False,COUNT
183,183,What was the location of the world championship when Mohamed El Shorbagy was 25?,Cairo,squash,108,False,True,False,False,False,False,False,False,False,False,False,False,False,PLACE
184,184,Mohamed El Shorbagy turned pro at the age of?,15,squash,108,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
185,185,Mohamed El Shorbagy has been trained by how many coaches?,5,squash,108,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
186,186,How many medals did Coll win in international competition the year the picture was taken?,2,squash,109,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
187,187,How many years has Paul Coll been active in his career?,12 years,squash,109,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
188,188,What year did Paul Coll win a silver medal in the Common Wealth Games?,2018,squash,109,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
189,189,When was the first time that Paul Coll got any silver medal?,2018,squash,109,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
190,190,How long has it been since Paul Coll last got a bronze medal in any competition?,2018,squash,109,False,True,True,False,True,False,False,False,False,False,False,False,True,UNKNOWN
191,191,When was the first time that Paul Coll got a gold in the World Doubles Championships?,2016,squash,109,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
