,Unnamed: 0,question,answer,category,table_id,explicit,implicit,before_related,after_related,duration_related,max_operator,min_operator,count_operator,sum_operator,difference_operator,average_operator,comparison_operator,ordinal,answer_type
22,22,How old was Dwayne Johnson when he began his wrestling career?,24 years old,wrestling,7,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
23,23,What was the age when Dwayne Johnson as debut as actor?,Age of 27,wrestling,7,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
24,24,Who was the spouse of Dwayne Johnson in 2000?,Dany Garcia,wrestling,7,True,False,False,False,False,False,False,False,False,False,False,False,False,PERSON
25,25,How many years did Dwayne Johnson was in wresting career?,23 Years,wrestling,7,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
26,26,How many active years did Dwayne Johnson wrestle?,23 years,wrestling,7,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
27,27,How many years was Joan Crawford active?,50,actor,8,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
28,28,how many years Joan Crawford and Franchot Tone live together?,4,actor,8,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
29,29,How many times Joan Crawford have been married?,4,actor,8,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
30,30,How many years Joan Crawford is active?,50,actor,8,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
31,31,Did Joan Crawford have more children or brothers?,children,actor,8,False,True,False,False,False,False,False,False,False,False,False,True,False,UNKNOWN
32,32,How many years did Joan Crawford was active carreer?,50 Years (1924–1974),actor,8,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
33,33,Who was the other half of Joan Crawford in 1937?,Franchot Tone,actor,8,True,False,False,False,False,False,False,False,False,False,False,False,False,PERSON
34,34,How many years did Joan Crawford and Alfred Steele was married relatioship?,4 Years (from 1955 to 1959),actor,8,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
35,35,How long did each of Joan Crawford's marriages last?,four,actor,8,False,True,False,False,True,False,False,False,False,False,False,False,False,UNKNOWN
36,36,What was the the age when Hebar Pazardzhik originally retrired from his career?,Age of 39,wrestling,13,False,True,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
37,37,How many years ago did Hebar Pazardzhik debut his first match?,33 years ago,wrestling,13,True,False,True,False,False,False,False,True,False,False,False,False,True,TEMPORAL
38,38,For how many more years was Steve Austin married to Jeanie Clarke than Kathryn Burrhus?,5,wrestling,13,True,False,False,False,True,False,False,True,False,False,False,True,False,COUNT
39,39,How old was Steve Austin when he started his wrestling career?,25,wrestling,13,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
40,40,How many years elapsed between Steve Austin's first retirement and his return match?,19,wrestling,13,True,False,False,False,True,False,False,True,False,False,False,False,True,COUNT
41,41,How old was Steve Austin when he began his professional wrestling career?,25 years old,wrestling,13,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
42,42,Who did Steve Austin marry in 1990?,Kathryn Burrhus,wrestling,13,True,False,False,False,False,False,False,False,False,False,False,False,False,PERSON
43,43,How old was Steve Austin when he retired from professional wrestling?,39 years old,wrestling,13,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
44,44,Who was the spouse of Hebar Pazardzhik in 2002?,Debra Marshall,wrestling,13,True,False,False,False,False,False,False,False,False,False,False,False,False,PERSON
45,45,How many years after the Ethiopian was first established did Mekelle become capital?,601,empire,22,True,False,False,True,False,False,False,True,False,False,False,False,True,COUNT
46,46,The first prime minister of the Ethiopian Empire began when what was the state capital?,Addis Ababa,empire,22,False,True,False,False,False,False,True,False,False,False,False,False,True,UNKNOWN
47,47,Which was the capital of Ethiopia in 1880?,Mekelle,empire,22,True,False,False,False,False,False,False,False,False,False,False,False,False,PLACE
48,48,How much longer was Habte Giyorgis prime minister than Yekuno Amlak was emperor?,3 years,empire,22,False,True,False,False,True,False,True,False,False,False,False,False,False,TEMPORAL
49,49,Who was the prime minister of Ethiopia in 1925?,Habte Giyorgis,empire,22,True,False,False,False,False,False,True,False,False,False,False,False,False,PERSON
50,50,How many years did Ethiopian-Adal war was held?,14 Years,empire,22,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
51,51,Who was emperor when the empire was conquered by Italy?,Haile Selassie,empire,22,False,True,False,False,False,False,False,False,False,False,False,False,False,PERSON
52,52,How long after the constitution was adopted was the monarchy abolished?,44 years,empire,22,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
53,53,Italian Eritrea happened how many years before the Ethiopian Empire monarchy was abolished?,85,empire,22,True,False,True,False,True,False,False,True,False,False,False,False,False,COUNT
54,54,How long after playing for Monterrey did Mohamed first manage the team?,15 years,footballer,36,False,True,False,True,False,False,False,False,False,False,False,False,True,TEMPORAL
55,55,How many teams did Antonio Mohamed manage between 2003 and 2006?,5,footballer,36,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
56,56,What team did Antonio Mohamed play for in 1990 season?,Huracán,footballer,36,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
57,57,How many years did Antonio Mohamed manage the team before the team he currently manages?,1 year,footballer,36,True,False,True,False,False,False,False,True,False,False,False,False,False,TEMPORAL
58,58,How many years did Antonio Mohamed was played for national team as member?,3 Years (1989-1991),footballer,36,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
59,59,Which team did Antonio Mohamed was manager in 2012?,Tijuana,footballer,36,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
60,60,How many teams did Tijuana was worked as manager from 2003-2020?,16 Teams,footballer,36,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
61,61,How many teams in his senior career did Mohamed play for in the 90's?,6,footballer,36,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
62,62,What team in his senior career did Mohamed play for the year he played for the  Argentina U20 national team?,Huracán,footballer,36,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
63,63,How many goals did Zinedine Zidane was posted for Netherlands National team from 1988-2006?,35 goals,footballer,40,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
64,64,How many years did Zinedine Zidane was played senior career?,17 Years played,footballer,40,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
65,65,How many years did Zinedine Zidane spend in the youth division?,9,footballer,40,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
66,66,When did Zinedine Zidane's career start as a senior?,1988,footballer,40,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
67,67,What was the first team that Zinedine Zidane was associated with as a senior?,Cannes,footballer,40,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
68,68,How much longer was Zidane's senior career than his youth career?,9 years,footballer,40,False,True,False,False,True,False,False,False,False,False,False,False,False,TEMPORAL
69,69,Which team did Zinedine Zidane was managed in 2020?,Real Madrid,footballer,40,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
70,70,How long after playing for Real Madrid did Zidane become its assistant manager?,7 years,footballer,40,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
71,71,What team in his senior career did Zidane play for the year he won the  FIFA World Cup?,Juventus,footballer,40,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
72,72,How many years did Roy Emerson play at an amateur level until he turned pro?,15 years,tennis,50,True,False,False,False,True,False,False,True,False,False,False,False,False,TEMPORAL
73,73,How old was Roy Emerson when he began to play professionally?,32 years old,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
74,74,When was the last time that Roy Emerson won Wimbleton?,1971,tennis,50,False,True,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
75,75,How long after winning a doubles tournament did Roy Emerson win a singles tournament?,2 years,tennis,50,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
76,76,How many Davis Cups did Roy Emerson compete in after he turned pro?,4,tennis,50,False,True,False,True,False,False,False,True,False,False,False,False,False,COUNT
77,77,How many total years of amateur playing and pro playing did Roy Emerson have?,30,tennis,50,True,False,False,False,False,False,False,True,True,False,False,False,False,COUNT
78,78,When was the first time that Roy Emerson won the Davis Cup?,1959,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
79,79,How long did it take Roy Emereson to go from amateur to pro?,15 years,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
80,80,How old was Roy Emerson when he retired from playin professionally?,47 years old,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
81,81,When did Roy Emerson first win a Grand Slam Singles Tournament?,1961,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
82,82,How long after turning pro did Roy Emerson retire?,15 years,tennis,50,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
83,83,Which Grand Slam tournament did Emerson win the first year he won the Davis Cup team competition?,US Open,tennis,50,True,False,False,False,False,False,False,False,False,False,False,False,True,UNKNOWN
84,84,When was the most recent time that Roy Emerson won the Australian Open?,1969,tennis,50,False,True,False,False,False,True,False,False,False,False,False,False,False,TEMPORAL
85,85,How old was Roy Emerson when he first won the French Open Doubles?,27,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,True,AGE
86,86,How many times did Emerson win multiple Grand Slam doubles in a single year?,3,tennis,50,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
87,87,What year was Roy Emerson inducted into the International Tennis Hall of Fame?,1982,tennis,50,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
88,88,How long did Roy Emerson play in the amateur league before going professional?,15 years,tennis,50,False,True,True,False,False,False,False,False,False,False,False,False,False,TEMPORAL
89,89,How long did Roy Emerson play professionally?,15 years,tennis,50,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
90,90,How many years were between when Nicklaus first won the U.S. Open and last won the Masters Tournament?,24,golf,66,True,False,True,False,True,False,False,True,False,False,False,False,True,COUNT
91,91,How many championships and awards did Nicklaus win in 1975?,4,golf,66,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
92,92,What was the most recent award that Jack Nicklaus won?,Congressional Gold Medal,golf,66,False,True,False,False,False,True,False,False,False,False,False,False,False,UNKNOWN
93,93,How long after his marriage did Nicklaus turn professional?,1 year,golf,66,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
94,94,When was the first time that Jack Nicklaus won a Masters Tournament?,1963,golf,66,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
95,95,How many years after turning pro did Jack Nicklaus win a Masters Tournament?,2,golf,66,True,False,False,True,False,False,False,True,False,False,False,False,False,COUNT
96,96,How many years had Jack Nicklaus been playing when he won his first Masters Tournament?,2 years,golf,66,True,False,False,False,False,False,False,True,False,False,False,False,True,TEMPORAL
97,97,How many years had Jack Nicklaus been playing when he won his last PGA as leading money winner?,15 years,golf,66,True,False,True,False,False,False,False,True,False,False,False,False,True,TEMPORAL
98,98,What was the last year that Jack Nicklaus won a U.S. Open?,1980,golf,66,True,False,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
99,99,How many years were between the time Diegel first won the PGA Championship and when he achieved T16 at the Master's?,6,golf,68,True,False,False,False,True,False,False,True,False,False,False,False,True,COUNT
100,100,How many years before Diegel died was the picture taken?,19,golf,68,True,False,True,False,False,False,False,True,False,False,False,False,False,COUNT
101,101,How long was Leo Diegel married?,17 years,golf,68,False,True,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
102,102,How long after Diegel started his pro career did he marry Violet Bird Diegel?,18 years,golf,68,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
103,103,What was the last competition that Leo Diegel won?,Masters Tournament,golf,68,False,True,True,False,False,False,False,False,False,False,False,False,True,UNKNOWN
104,104,How many years after winning his first competition did Leo Diegel pass away?,31,golf,68,True,False,False,True,False,False,False,True,False,False,False,False,True,COUNT
105,105,Who was the other half of Leo Diegel in 1940?,Violet Bird Diegel,golf,68,True,False,False,False,False,False,False,False,False,False,False,False,False,PERSON
106,106,How many times did Leo Diegel was won the PGA Championship from 1916?,"2 Times (1928,1929)",golf,68,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
107,107,How many years ago did Leo Diegel was died?,71 Years ago,golf,68,True,False,True,False,False,False,False,True,False,False,False,False,False,TEMPORAL
108,108,"Which did Sam Snead win first, a Masters tournament, or a PGA tournament?",PGA,golf,70,False,True,False,False,False,False,False,False,False,False,False,False,True,UNKNOWN
109,109,How many years had Sam Snead been playing professionally when he won the Masters?,15 years,golf,70,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
110,110,What year did Sam Snead begin playing professionally?,1934,golf,70,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
111,111,"What happened first, Sam Snead's marriage or career?",career,golf,70,False,True,False,False,False,False,False,False,False,False,False,False,True,UNKNOWN
112,112,How many years separate the time Sam Snead began playing professionally and his death?,68 years,golf,70,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
113,113,How many years before he married Audrey Karnes Snead did Snead begin his pro career?,6,golf,70,True,False,True,False,False,False,False,True,False,False,False,False,False,COUNT
114,114,How many championships and awards did Snead win in 1949?,5,golf,70,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
115,115,How long after starting his pro career did Snead win his first championship?,8 years,golf,70,False,True,False,True,False,False,False,False,False,False,False,False,True,TEMPORAL
116,116,How old was Sam Snead when he turned professional?,32,golf,70,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
117,117,What year was Chuck Howley drafted into the NFL?,1958,rugby,74,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
118,118,How many years did Chuck Howley play for the Los Raiders?,12,rugby,74,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
119,119,What was the total number of years that Chuck Howley was a 5× First-team All-Pro?,4,rugby,74,True,False,False,False,False,False,False,False,True,False,False,False,False,COUNT
120,120,How many times did Chuck Howley play in the Pro Bowl when he was with the Raiders?,6,rugby,74,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
121,121,How old was Chuck Howley when his NFL career began?,22,rugby,74,False,True,False,False,False,False,False,False,False,False,False,False,False,AGE
122,122,What team did Chuck Howley play for the year he made the Second-team All-Pro?,Raiders,rugby,74,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
123,123,What team did Chuck Howley play for first?,Chicago Bears,rugby,74,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
124,124,What team did Chuck Howley end his career playing for?,Raiders,rugby,74,False,True,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
125,125,When was the last year that Chuck Howley played in the Pro Bowl?,1971,rugby,74,True,False,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
126,126,During what year did Manning receive the most awards or highlights?,2003,rugby,75,True,False,False,False,False,True,False,False,False,False,False,False,False,TEMPORAL
127,127,"What career highlight did Manning achieve the year had 1,219 passing yards?",Pro Bowl,rugby,75,True,False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
128,128,How many years longer did Manning play for the New York Giants than Ole Miss?,11,rugby,75,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
129,129,In 2011 how many passing yards in a single postseason did Eli Manning have?,"1,219 yards",rugby,75,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
130,130,What were the number of years that Eli Manning played for the Giants before he won the Walter Payton NFL Man of the Year in 2016?,12 years,rugby,75,True,False,True,False,False,False,False,False,False,False,False,False,False,TEMPORAL
131,131,What year was Eli Manning drafted into the NFL?,2004,rugby,75,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
132,132,How many years did Eli Manning play for the New York Giants?,15,rugby,75,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
133,133,How many years did Eli Manning attend school at Ole Miss?,4 years,rugby,75,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
134,134,How many years after Eli Manning attended Ole Miss did he win the Bart Starr award?,21 years,rugby,75,True,False,False,True,False,False,False,True,False,False,False,False,False,TEMPORAL
135,135,What college did James Worthy attend in 1980?,North Carolina,nba,81,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
136,136,How many years did James Worthy play professionally?,12 years,nba,81,True,False,False,False,False,False,False,True,False,False,False,False,False,TEMPORAL
137,137,When was the last time that James Worthy played in an NBA All Stars game?,1992,nba,81,False,True,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
138,138,When was the first time that James worthy was chosen as an All-American player?,1978,nba,81,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
139,139,For how many years did James Worthy play for the NBA?,12,nba,81,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
140,140,How many years after winning the gold medal at the FIBA U19 World Championship did Worthy enter the draft?,3,nba,81,True,False,False,True,False,False,False,True,False,False,False,False,False,COUNT
141,141,How many awards and highlights did Worthy have in the same year as the last year he was in college?,5,nba,81,True,False,True,False,False,False,False,True,False,False,False,False,True,COUNT
142,142,How long after Worthy's NBA career began did he win his first NBA championship?,3 years,nba,81,False,True,False,True,False,False,False,False,False,False,False,False,True,TEMPORAL
143,143,How long had James Worthy been playing professionally when he won the NCAA Championship?,1,nba,81,False,True,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN
144,144,How many years ago did Nate Archibald was received Basketball Hall of Fame as player?,16 Years ago (2006),nba,83,True,False,True,False,False,False,False,True,False,False,False,False,False,TEMPORAL
145,145,What was the first college Nate Archibald attended?,Arizona Western,nba,83,False,True,False,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
146,146,What team did Nate Archibald play for following the Boston Celtics?,Milwaukee Bucks,nba,83,False,True,False,True,False,False,False,False,False,False,False,False,False,ORGANIZATION
147,147,How many awards did Nate Archibald win in 1973?,two,nba,83,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
148,148,How many years did Nate Archibald play professionally for?,14,nba,83,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
149,149,What was the last team that Nate Archibald played for in the NBA?,Bucks,nba,83,False,True,True,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
150,150,When was the last time that Nate Archibald was an NBA All Star?,1982,nba,83,False,True,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
151,151,How many years did Nate Archibald was active carreer since 1970?,14 Years,nba,83,True,False,False,False,True,False,False,True,False,False,False,False,False,TEMPORAL
152,152,Which professional team did Nate Archibald was played in 1980?,Boston Celtics,nba,83,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
153,153,Which team did Scottie Pippen was in 1990?,Chicago Bulls,nba,89,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
154,154,What was the age when Scottie Pippen won gold medal in 1996 Atlanta Olympic Games?,Age of 31,nba,89,True,False,False,False,False,False,False,False,False,False,False,False,False,AGE
155,155,How many years did Pippen play between his stints in Chicago?,Five,nba,89,True,False,False,False,True,False,False,True,False,False,False,False,False,COUNT
156,156,For which team did Pippen play for when he won his last award?,Portland Trail Blazers,nba,89,False,True,True,False,False,False,False,False,False,False,False,False,True,ORGANIZATION
157,157,How old was Pippwn when he won his first Olympic gold?,26,nba,89,False,True,False,False,False,False,False,False,False,False,False,False,True,AGE
158,158,What team was Pippen playing for the year he won a gold medal at the Atlanta Olympics?,Chicago Bulls,nba,89,True,False,False,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
159,159,How long after Pippen entered the NBA draft did was he awarded NBA steals leader?,8 years,nba,89,False,True,False,True,False,False,False,False,False,False,False,False,False,TEMPORAL
160,160,How many years longer did Pippen play for the Chicago Bulls than for the Portland Trail Blazers?,8,nba,89,True,False,True,False,True,False,False,True,False,False,False,False,False,COUNT
161,161,How many years ago did Scottie Pippen awarded NBA steals leader?,27 Years ago (1995),nba,89,True,False,True,False,False,False,False,True,False,False,False,False,False,TEMPORAL
162,162,Did Carolina Albuquerque win a gold in Japan before winning one in Winnipeg?,no,volleyball,93,False,True,True,False,False,False,False,False,False,False,False,False,False,YES/NO
163,163,Did Carolina Albuquerque compete in the Pan American games before the Olympic Games?,yes,volleyball,93,False,True,True,False,False,False,False,False,False,False,False,False,False,YES/NO
164,164,How many gold medals had Carolina Albuquerque won by the time she got a silver medal in Rio de Janeiro?,4,volleyball,93,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
165,165,What was the first year that Carolina Albuquerque competed on the national team?,1997,volleyball,93,True,False,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
166,166,How many years separate Carolina Albuquerque's silver medals in the the World Grand Prix and the World Championship?,7,volleyball,93,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
167,167,How long after her first gold medal in any international competition did Carolina Albuquerque win a gold in Olympics?,9 years,volleyball,93,False,True,False,True,False,False,False,False,False,False,False,False,True,TEMPORAL
168,168,In which year did Carolina Albuquerque win the most gold medals in international competition?,2008,volleyball,93,True,False,False,False,False,True,False,False,False,False,False,False,False,TEMPORAL
169,169,How many gold medals had Carolina Albuquerque won by the year 2004?,1,volleyball,93,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
170,170,What years did Carolina Albuquerque win medals in Asia?,"1999, 2005, 2006, 2008",volleyball,93,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
171,171,What was the age when Thiago Alves won first medal in Olympic Games 2012?,Age of 26,volleyball,96,True,False,True,False,False,False,False,False,False,False,False,False,True,AGE
172,172,Which team did Thiago Alves played in 2021?,Montes Claros Vôlei,volleyball,96,True,False,True,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
173,173,What team did Thiago Alves play for the longest?,Grêmio Náutico União,volleyball,96,False,True,True,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
174,174,What teams did Thiago Alves play for when he was 25 years old?,Panasonic Panthers and SESI-SP,volleyball,96,True,False,True,False,False,False,False,False,False,False,False,False,False,ORGANIZATION
175,175,How many gold medals did Thiago Alves throughout his career?,9,volleyball,96,False,True,True,False,False,False,False,True,False,False,False,False,False,COUNT
176,176,Where did Thiago Alves win the silver medal in 2012 Olympics?,London,volleyball,96,True,False,True,False,False,False,False,False,False,False,False,False,False,PLACE
177,177,How many years separate the two gold medals that Thiago Alves won in the World Grand Championships Cup?,4 years,volleyball,96,True,False,True,False,False,False,False,True,False,False,False,False,False,TEMPORAL
178,178,How old was Thiago Alves when he won gold in the Pan American games in 2011?,25 years,volleyball,96,True,False,True,False,False,False,False,False,False,False,False,False,False,TEMPORAL
179,179,How many years did Thiago Alves played for Grêmio Náutico União from 2000?,3 Years (2000-2003),volleyball,96,True,False,True,False,False,False,False,True,False,False,False,False,False,TEMPORAL
180,180,What year did Matt Biondi win 4 gold medals in the Summer Universiade games?,1985,swimming,115,True,False,False,False,False,False,False,False,True,False,False,False,False,TEMPORAL
181,181,How many years after winning his first medal in an Olympic Game did Matt Biondi win a medal in his last Olympic Game?,8,swimming,115,True,False,True,True,False,False,False,True,False,False,False,False,True,COUNT
182,182,How many gold medals did Matt Biondi win in the 1988 Seoul Olympics?,5,swimming,115,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
183,183,What year did Matt Biondi win his only bronze in the Olympics?,1988,swimming,115,True,False,False,False,False,False,False,False,False,False,False,False,False,TEMPORAL
184,184,How many gold medals won by Matt Biondi in Olympics 1988?,5 Gold Medals,swimming,115,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
185,185,How many gold medals won by Matt Biondi in his career upto 2022 for 100m freestyle ?,7 Gold Medals,swimming,115,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
186,186,How many gold medals won by Matt Biondi in World Championships?,6 Gold medals,swimming,115,False,True,False,False,False,False,False,True,False,False,False,False,False,COUNT
187,187,When was the last time that Matt Biondi won a medal in the Olympic Games?,1992,swimming,115,False,True,True,False,False,False,False,False,False,False,False,False,True,TEMPORAL
188,188,When did Matt Biondi first win a gold at the Olympic Games?,1984,swimming,115,False,True,False,False,False,False,False,False,False,False,False,False,True,TEMPORAL
189,189,Where did Tom Jager last win a medal in the World Championships?,Perth,swimming,118,False,True,True,False,False,False,False,False,False,False,False,False,True,PLACE
190,190,How many 50 m freestyle gold medals won by Tom Jager in his career upto 2022?,Five,swimming,118,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
191,191,How many 4x100 m freestyle medals won by Tom Jager in his career upto 2022?,11 medals,swimming,118,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
192,192,How many medals won by Tom Jager in Olympics 1988?,3 medals (2 Gold + 1 Silver),swimming,118,True,False,False,False,False,False,False,True,False,False,False,False,False,COUNT
